Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant`Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Barrington Country Natural Oak,Barrington Country Natural Oak,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Species: </strong><span>Hickory. Realistic knots & grain, wide color selection.</span></div><div><strong>Finish: </strong><span>Smooth. A gloss or oil-rubbed finish.</span></div><div><strong>Width: </strong><span>4.87 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>",Mohawk Flooring,,"8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed,8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_2,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_2,,,
Barrington Rustic Suede Hickory,Barrington Rustic Suede Hickory,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Species: </strong><span>Hickory. Realistic knots & grain, wide color selection.</span></div><div><strong>Finish: </strong><span>Smooth. A gloss or oil-rubbed finish.</span></div><div><strong>Width: </strong><span>4.87 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>",Mohawk Flooring,,"8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed,8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_3,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_3,,,
Barrington Southern Autumn Hickory,Barrington Southern Autumn Hickory,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Species: </strong><span>Hickory. Realistic knots & grain, wide color selection.</span></div><div><strong>Finish: </strong><span>Smooth. A gloss or oil-rubbed finish.</span></div><div><strong>Width: </strong><span>4.87 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>",Mohawk Flooring,,"8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed,8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_5,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_5,,,
Barrington Vintage Saddle Oak,Barrington Vintage Saddle Oak,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Species: </strong><span>Hickory. Realistic knots & grain, wide color selection.</span></div><div><strong>Finish: </strong><span>Smooth. A gloss or oil-rubbed finish.</span></div><div><strong>Width: </strong><span>4.87 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>",Mohawk Flooring,,"8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed,8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_7,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_7,,,
Barrington Gingerbread Chestnut,Barrington Gingerbread Chestnut,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Species: </strong><span>Hickory. Realistic knots & grain, wide color selection.</span></div><div><strong>Finish: </strong><span>Smooth. A gloss or oil-rubbed finish.</span></div><div><strong>Width: </strong><span>4.87 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>",Mohawk Flooring,,"8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed,8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_8,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_8,,,
Barrington Toasted Chestnut,Barrington Toasted Chestnut,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Species: </strong><span>Hickory. Realistic knots & grain, wide color selection.</span></div><div><strong>Finish: </strong><span>Smooth. A gloss or oil-rubbed finish.</span></div><div><strong>Width: </strong><span>4.87 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>",Mohawk Flooring,,"8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed,8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_9,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_9,,,
Barrington Nutmeg Chestnut,Barrington Nutmeg Chestnut,"<div><strong>Available Colors: </strong><span>8</span></div><div><strong>Species: </strong><span>Hickory. Realistic knots & grain, wide color selection.</span></div><div><strong>Finish: </strong><span>Smooth. A gloss or oil-rubbed finish.</span></div><div><strong>Width: </strong><span>4.87 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>",Mohawk Flooring,,"8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed,8,Hickory. Realistic knots & grain, wide color selection.,Smooth. A gloss or oil-rubbed finish.,4.87 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL25_10,,,
"Berry Hill 2.25"" Hickory Warm Cherry","Berry Hill 2.25"" Hickory Warm Cherry","<div><strong>Available Colors: </strong><span>1</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>2.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>Medium</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"1,Solid. Can be refinished, install above grade only.,2.25 inches,Eased/Eased,Wood,Staple - Nail,Medium,Hickory. Durable, high in variation & character,1820,Dark,1,Solid. Can be refinished, install above grade only.,2.25 inches,Eased/Eased,Wood,Staple - Nail,Medium,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC34_16,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC34_16,,,
Rare Vintage Fawn Chestnut,Rare Vintage Fawn Chestnut,<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>,Mohawk Flooring,,"6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed,6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_1,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_1,,,
Rare Vintage Cedar Chestnut,Rare Vintage Cedar Chestnut,<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>,Mohawk Flooring,,"6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed,6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_2,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_2,,,
Rare Vintage Knotted Chestnut,Rare Vintage Knotted Chestnut,<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>,Mohawk Flooring,,"6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed,6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_3,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_3,,,
Rare Vintage Earthen Chestnut,Rare Vintage Earthen Chestnut,<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>,Mohawk Flooring,,"6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed,6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_4,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_4,,,
Rare Vintage Sandcastle Oak,Rare Vintage Sandcastle Oak,<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>,Mohawk Flooring,,"6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed,6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_5,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_5,,,
Rare Vintage Driftwood Oak,Rare Vintage Driftwood Oak,<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Species: </strong><span>Chestnut. An antique look with distinctive markings.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Medium</span></div><div><strong>Embossing: </strong><span>Registered Embossed</span></div><div></div>,Mohawk Flooring,,"6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed,6,Chestnut. An antique look with distinctive markings.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Medium,Registered Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_6,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL74_6,,,
Coastal Couture Beachwood Oak,Coastal Couture Beachwood Oak,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light,6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_27,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_27,,,
Coastal Couture Compass Oak,Coastal Couture Compass Oak,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light,6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_28,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_28,,,
Coastal Couture Seaspray Oak,Coastal Couture Seaspray Oak,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light,6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_29,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_29,,,
Coastal Couture White Cap Oak,Coastal Couture White Cap Oak,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light,6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_30,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_30,,,
Coastal Couture Coastline Oak,Coastal Couture Coastline Oak,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light,6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_31,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_31,,,
Coastal Couture Nautical Oak,Coastal Couture Nautical Oak,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light,6,Engineered. More resistant to humidity, install on any level.,7 inches,Eased/Eased,Wood/Concrete,Glue - Staple - Nail - Float,High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_32,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEM03_32,,,
Dawson Sepia Hickory,Dawson Sepia Hickory,"<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>Multi inches</span></div><div><strong>Edge/End: </strong><span>Hand Beveled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"3,Engineered. More resistant to humidity, install on any level.,Multi inches,Hand Beveled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark,3,Engineered. More resistant to humidity, install on any level.,Multi inches,Hand Beveled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEK20_83,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEK20_83,,,
Dawson Brun Hickory,Dawson Brun Hickory,"<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>Multi inches</span></div><div><strong>Edge/End: </strong><span>Hand Beveled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"3,Engineered. More resistant to humidity, install on any level.,Multi inches,Hand Beveled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark,3,Engineered. More resistant to humidity, install on any level.,Multi inches,Hand Beveled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEK20_84,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEK20_84,,,
Dawson Espresso Maple,Dawson Espresso Maple,"<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>Multi inches</span></div><div><strong>Edge/End: </strong><span>Hand Beveled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"3,Engineered. More resistant to humidity, install on any level.,Multi inches,Hand Beveled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Dark,3,Engineered. More resistant to humidity, install on any level.,Multi inches,Hand Beveled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEK20_85,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEK20_85,,,
Rockford Maple Pure Maple Natural,Rockford Maple Pure Maple Natural,"<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Light,6,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Maple. Uniform texture, attractive variations,1450,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC79_10,,,
